,Vx_alpha,Vx_beta,Vx_gamma,Vy_alpha,Vy_beta,Vy_gamma,Vz_alpha,Vz_beta,Vz_gamma,stationarity,noise_type
210,-0.221965,0.8278981,0.08846114,-0.82698053,-0.122701846,0.020332776,0.031018255,-0.08043093,0.7195398,0,0
211,-0.24406281,0.8133855,0.072577246,-0.7815951,-0.09949333,0.009352912,0.012075556,-0.066012815,0.67116934,1,0
212,-0.31472188,0.8401405,0.07989307,-0.84236175,-0.24483085,0.011060859,0.031144798,-0.06858997,0.7928062,0,1
213,-0.28122687,0.84574884,0.08554946,-0.82690567,-0.19024582,-0.0124787055,0.0051673735,-0.0814206,0.7621611,1,1
214,-0.37371448,0.08441176,0.03313453,-0.0762151,-0.37277552,-0.020585405,0.021175409,-0.019473774,0.3119358,0,2
215,-0.28642148,-0.12033892,0.009471497,0.09813175,-0.4617165,-0.03779075,0.017645298,-0.03620082,0.3398487,1,2
216,-0.4464241,0.7498508,0.079208925,-0.7584171,-0.3920515,0.003450287,0.034062274,-0.065098435,0.75396526,0,0
217,-0.42755866,0.6839662,0.079038285,-0.77792007,-0.33027905,-0.0053298376,0.023780523,-0.072503336,0.6844292,1,0
218,-0.48332712,0.77040243,0.089956015,-0.77610797,-0.44120103,-0.002964848,0.03902401,-0.07881767,0.8204385,0,1
219,-0.4228639,0.75137454,0.071034595,-0.8139943,-0.35730824,0.0031267959,0.028435595,-0.06356568,0.77338123,1,1
220,-0.48660848,0.020895658,0.03324762,-0.03832764,-0.48234108,-0.034250025,0.021771403,-0.04401825,0.4103338,0,2
221,-0.34387,-0.19609259,-0.0018399134,0.19466273,-0.5383955,-0.027657216,0.008606721,-0.032713898,0.4076192,1,2
222,-0.42241794,0.7659871,0.10459468,-0.7697757,-0.3541451,-0.024049006,0.018010842,-0.102819584,0.74851006,0,0
223,-0.00093115476,0.838867,0.087465726,-0.71430707,0.014271184,-0.004200233,-0.0119741,-0.084247276,0.6272704,1,0
224,-0.4725398,0.77572614,0.08100032,-0.7847511,-0.42360836,-0.0015992845,0.03497454,-0.06964594,0.8180101,0,1
225,0.0052593406,0.8785717,0.07981977,-0.7922979,0.005395817,0.0024206645,-0.0032172536,-0.07969486,0.7171773,1,1
226,-0.6101352,-0.26524448,0.014671977,0.25132355,-0.65930706,-0.03236473,0.024174362,-0.037198845,0.60069156,0,2
227,-0.409633,-0.4448727,-0.011415094,0.44679624,-0.5877647,-0.06614362,0.035725158,-0.07023708,0.59332716,1,2
228,-0.46879148,0.74124,0.0978691,-0.7498342,-0.4211969,-0.0062762387,0.03931428,-0.087137334,0.764881,0,0
229,0.45566228,0.6024511,0.08869579,-0.5142639,0.46219677,0.04230561,-0.030947553,-0.08907077,0.5730692,1,0
230,-0.50200856,0.7623948,0.074718736,-0.7641159,-0.4648425,-0.0074732862,0.028810749,-0.06394756,0.8253523,0,1
231,0.501401,0.64658314,0.07576889,-0.5703339,0.5205312,0.034087237,-0.02309781,-0.072582155,0.66806006,1,1
232,-0.2657428,0.10905765,0.019227786,-0.112166144,-0.2348934,-0.006501654,0.018498966,-0.006854649,0.26223502,0,2
233,-0.18235892,-0.057199314,0.01626815,0.049081985,-0.35888124,-0.03415957,0.028871814,-0.037696753,0.28978136,1,2
234,-0.5116067,0.7124491,0.09879789,-0.7224661,-0.47361198,-0.021174759,0.031568255,-0.09604116,0.7684036,0,0
235,0.32392055,0.72203153,0.07161993,-0.60871,0.32134712,0.017805338,-0.019226056,-0.06477219,0.58917016,1,0
236,-0.5330054,0.74358374,0.08615093,-0.7480415,-0.4972338,-0.017733807,0.030202476,-0.079521,0.83173007,0,1
237,0.36101988,0.75673586,0.07723405,-0.6738714,0.3757858,0.025957894,-0.013618039,-0.07585592,0.68294436,1,1
238,-0.0036638312,-0.028484883,-0.0023149548,0.020517562,-0.02422897,-0.019891089,-0.01876148,-0.016866865,0.15276934,0,2
239,0.052969083,-0.09609743,-0.022661228,0.063367546,-0.07683853,-0.009470562,0.006132209,-0.022408403,0.22072698,1,2
240,-0.2416621,0.82003856,0.09149889,-0.83348215,-0.1557978,0.00977419,0.024487447,-0.08480233,0.72923774,0,0
241,0.58601433,0.42044526,0.059882205,-0.37326008,0.58935845,0.036674805,-0.038464166,-0.056794405,0.5509726,1,0
242,-0.36389828,0.7881507,0.09013068,-0.79157704,-0.27512175,8.994675e-05,0.026262073,-0.07681164,0.7304643,0,1
243,0.5148714,0.5036209,0.052482087,-0.46034822,0.51432437,0.032877207,-0.023407605,-0.05477667,0.5374561,1,1
244,-0.6009917,-0.23625395,0.025949176,0.21603712,-0.65411663,-0.052698363,0.04428911,-0.046009876,0.58311963,0,2
245,-0.39762843,-0.4513641,-0.0046421625,0.44448873,-0.57699955,-0.052450404,0.025579061,-0.0397485,0.58776724,1,2
246,-0.43021187,0.75995594,0.09843561,-0.77067006,-0.36321852,-0.019113144,0.023392025,-0.09384751,0.7513245,0,0
247,-0.36759853,0.6961106,0.07585567,-0.8104676,-0.29546314,0.0021951967,0.021377252,-0.066839494,0.6889109,1,0
248,-0.47068653,0.7764881,0.10383375,-0.78144574,-0.4219424,-0.019134924,0.030333169,-0.09929461,0.8131729,0,1
249,-0.37128574,0.7554553,0.082833216,-0.83898866,-0.30991578,0.0029406506,0.025904018,-0.07537892,0.7605467,1,1
250,-0.1877424,0.10611689,-0.0053034737,-0.09932286,-0.12957677,0.002504159,0.009631178,-0.024385188,0.18771005,0,2
251,-0.097060926,-0.03723006,0.0034651458,0.047735263,-0.23743302,-0.01646867,0.008000513,-0.025682686,0.23344517,1,2
252,-0.48396564,0.7322096,0.099808946,-0.73448986,-0.4323357,-0.022187477,0.027835026,-0.096227646,0.7577323,0,0
253,0.52811784,0.50373346,0.057441562,-0.3812025,0.565959,0.03286844,-0.032666095,-0.053911433,0.5426309,1,0
254,-0.515247,0.7504384,0.114921786,-0.7586694,-0.4745312,-0.014706208,0.043437764,-0.10453492,0.82345366,0,1
255,0.5882634,0.5293695,0.058833513,-0.45574892,0.62052256,0.06524521,-0.011693267,-0.077314675,0.65550333,1,1
256,-0.060699053,0.013692777,0.027763467,-0.0251087,-0.059369538,-0.034699954,0.014021251,-0.009780282,0.15918112,0,2
257,0.017850213,-0.04314742,-0.013761866,0.046453327,-0.14867394,-0.027463904,-0.0020703364,-0.001243258,0.21454008,1,2
258,-0.107723415,0.8364681,0.08803993,-0.83693963,-0.0072943713,0.016800724,0.018220197,-0.080621235,0.70746154,0,0
259,0.5176028,-0.36061415,-0.014805316,0.40559316,0.47554973,0.03901469,-0.010865239,-0.035450444,0.49960756,1,0
260,-0.23031199,0.8608441,0.101878695,-0.8655054,-0.15769105,0.0062510474,0.024332985,-0.09281981,0.78800005,0,1
261,0.64005274,-0.2903472,-0.007359327,0.32597333,0.63278306,0.05864135,-0.024518099,-0.05120586,0.57123244,1,1
262,-0.6071851,-0.3334354,0.012905862,0.33593532,-0.6717692,-0.05155254,0.03252594,-0.024556488,0.65005225,0,2
263,-0.39736977,-0.52881724,-0.013452267,0.5248393,-0.56691414,-0.06322043,0.03439352,-0.049149323,0.6394354,1,2
264,-0.4957764,0.72862893,0.10813126,-0.725767,-0.4510852,-0.022654044,0.032110017,-0.102780595,0.7637162,0,0
265,0.58068323,0.28322384,-0.015988382,-0.40397677,0.6286072,0.04616466,0.025136674,-0.024216777,0.54441375,1,0
266,-0.52313983,0.7429072,0.097841054,-0.7480373,-0.48754427,-0.02473224,0.031086586,-0.09640187,0.81975406,0,1
267,0.64146185,0.35404047,-0.01099164,-0.43563554,0.668165,0.061726946,0.031427305,-0.040248916,0.63847536,1,1
268,-0.14425157,0.11390555,0.00075345614,-0.09296816,-0.12614897,-2.1919728e-05,0.007993811,-0.011577677,0.18583477,0,2
269,-0.11785974,-0.040589456,0.010163765,0.038382065,-0.2576762,-0.017375158,0.017751534,-0.03804455,0.23534629,1,2
270,-0.48445383,0.73346525,0.106305264,-0.7319819,-0.42775124,-0.019757163,0.032917205,-0.09901307,0.7542022,0,0
271,-0.4642322,0.7607113,0.08320652,-0.66974795,-0.36782148,-0.033469047,0.006577848,-0.08291196,0.69217205,1,0
272,-0.5128992,0.7494971,0.10179104,-0.761755,-0.47009897,-0.017308319,0.037479732,-0.09401596,0.8209613,0,1
273,-0.44628012,0.800975,0.080098875,-0.73949456,-0.3853073,-0.01865759,0.017290577,-0.0745956,0.776436,1,1
274,-0.24924532,0.107582435,0.024444157,-0.12312063,-0.22412623,-0.023675717,0.009897601,-0.026449194,0.2580623,0,2
275,-0.20175129,-0.063561514,0.012797267,0.045543894,-0.34372884,-0.009998658,0.012146115,-0.06361832,0.27665195,1,2
276,-0.26631063,0.81390995,0.10222395,-0.82335305,-0.17738348,-0.012595381,0.0077593587,-0.099063724,0.72394973,0,0
277,0.65021473,0.101012394,-0.028443703,-0.15491706,0.67658216,0.06267968,0.025427576,-0.03685504,0.52653724,1,0
278,-0.3496587,0.8290228,0.09297374,-0.83083457,-0.2819455,-0.004135754,0.025369931,-0.08671622,0.79349685,0,1
279,0.7083659,0.19937623,-0.05345406,-0.24764353,0.7272505,0.05763759,0.055829484,-0.03880607,0.616971,1,1
280,-0.3699033,0.08109945,0.019193478,-0.08328249,-0.3852239,0.0019394828,0.02112344,-0.03669839,0.32797396,0,2
281,-0.28651428,-0.12810327,-0.0056374962,0.12994921,-0.46836895,-0.031757228,0.007748566,-0.008888773,0.35685995,1,2
282,-0.36868495,0.784001,0.10018993,-0.7943973,-0.2887066,0.012283299,0.04374397,-0.086830966,0.7379802,0,0
283,0.60834926,0.22694996,-0.009849471,-0.31152174,0.6557588,0.054281514,0.024445346,-0.029472383,0.52957433,1,0
284,-0.42467195,0.7995968,0.093133196,-0.80342215,-0.3685991,-0.013570923,0.026483051,-0.085606866,0.80644464,0,1
285,0.6650284,0.31717238,-0.0045137657,-0.381525,0.68641686,0.053052317,0.02291546,-0.050075155,0.624431,1,1
286,-0.1792905,0.083711624,0.011967007,-0.07785174,-0.13287066,-0.009863514,0.010791255,-0.016005179,0.16887726,0,2
287,-0.099535465,-0.061252434,0.008722989,0.04920412,-0.26710978,-0.010082699,0.011272734,-0.010530543,0.25668362,1,2
288,-0.47597817,0.7359887,0.10154325,-0.74155414,-0.4324425,-0.01774516,0.030867578,-0.09317569,0.76275414,0,0
289,0.10718271,0.81973314,0.08289855,-0.7035824,0.11126923,-0.008417397,-0.026368095,-0.06898096,0.62644655,1,0
290,-0.510753,0.7513296,0.09866137,-0.7616509,-0.47404572,-0.02666279,0.026673242,-0.095293984,0.8233966,0,1
291,0.13316298,0.85735345,0.08202712,-0.7736541,0.14113165,0.018392855,0.0010408156,-0.08134244,0.71181166,1,1
292,-0.5724963,-0.50490266,-0.008228579,0.49941915,-0.63543385,-0.060625065,0.02207518,-0.054189935,0.7197503,0,2
293,-0.35879007,-0.6565148,-0.016358694,0.65616053,-0.49682504,-0.041833777,0.034192484,-0.045669656,0.7208605,1,2
294,-0.25752178,0.8222444,0.08647198,-0.8225446,-0.17779782,0.018286217,0.0317148,-0.07465506,0.7307674,0,0
295,-0.09240395,0.73054457,0.06388592,-0.8587637,-0.027723838,0.027411943,0.022261728,-0.05081979,0.64812857,1,0
296,-0.34407893,0.83657956,0.07739907,-0.83265793,-0.27958116,0.0013139782,0.025656262,-0.070060425,0.80007595,0,1
297,-0.13103239,0.80679935,0.03631564,-0.8881196,-0.09056692,0.026055193,0.021001868,-0.029163795,0.7424333,1,1
298,-0.064925864,0.04760278,0.0033800919,-0.047701366,-0.0597477,-0.014031047,0.0047330516,-0.027023057,0.14058031,0,2
299,0.0077311797,-0.07452825,4.6517853e-05,0.06502365,-0.17121635,0.0032040416,0.014459069,0.0023780281,0.23480543,1,2
300,-0.2909577,0.8122138,0.10616946,-0.82093513,-0.21084177,0.0058994032,0.028132657,-0.09562402,0.73665863,0,0
301,0.26442122,0.6545127,0.025824113,-0.7523007,0.2726725,0.0511426,0.032650124,-0.038702454,0.59234136,1,0
302,-0.3660148,0.82096356,0.1003507,-0.83232915,-0.30860472,0.0047173304,0.03634093,-0.08789833,0.8045316,0,1
303,0.23249057,0.74471426,0.0639523,-0.81697834,0.24490166,0.04520777,0.010666949,-0.06833434,0.68726194,1,1
304,0.07189458,-0.046110567,0.006987032,0.027526895,-0.017775124,-0.018894967,0.028707514,-0.006446234,0.17947835,0,2
305,0.14647278,-0.096855685,0.013906808,0.10175095,-0.08160418,0.002260047,0.01982674,-0.014758088,0.27552888,1,2
306,-0.18743676,0.8340623,0.09282942,-0.8305434,-0.09564437,0.02391645,0.031798817,-0.0851075,0.71782655,0,0
307,0.5461514,-0.29970613,0.025860917,0.36113632,0.5274169,0.035555832,-0.03996525,-0.003492606,0.49706438,1,0
308,-0.2916587,0.8444082,0.0941521,-0.8526281,-0.22230183,0.0015765134,0.024133055,-0.087219,0.79223037,0,1
309,0.66016906,-0.22366944,0.0077164043,0.27909994,0.6622497,0.04328022,-0.02455204,-0.023669366,0.56669676,1,1
310,-0.36219507,0.074124746,0.026337234,-0.09634394,-0.35654,-0.018226735,0.02736278,-0.057490528,0.32048202,0,2
311,-0.29547817,-0.1253428,0.0011834904,0.104925886,-0.46158215,-0.011086296,0.0036686799,-0.045271065,0.3598589,1,2
312,-0.36172518,0.78770316,0.086115055,-0.79355603,-0.28772387,0.010749469,0.03670302,-0.07926644,0.7395006,0,0
313,0.01759904,0.7165978,0.03896834,-0.8417336,0.031426102,0.037033275,0.026106745,-0.03548954,0.627137,1,0
314,-0.41888443,0.79871076,0.105568685,-0.80581254,-0.3615116,-0.010869025,0.03219506,-0.09769225,0.8021072,0,1
315,-0.0062721106,0.79026145,0.06803995,-0.88118875,0.006116039,0.03399784,0.027596321,-0.06820576,0.7160063,1,1
316,-0.59865737,-0.33435166,0.009960659,0.32745072,-0.6657096,-0.042009484,0.031230858,-0.025026055,0.63633966,0,2
317,-0.39172155,-0.5530207,0.0024904867,0.5449252,-0.5538505,-0.03161285,0.035460442,-0.035468094,0.6500641,1,2
318,-0.5013006,0.7240347,0.07554955,-0.7235078,-0.44610897,-0.004305437,0.029589452,-0.06175073,0.75742257,0,0
319,-0.45556265,0.7727308,0.06604715,-0.6595866,-0.37286842,-0.034713496,-0.002773015,-0.065754004,0.6925166,1,0
320,-0.5299356,0.74290913,0.09420571,-0.74892116,-0.48685732,-0.020438438,0.03201157,-0.08706731,0.8244256,0,1
321,-0.4470702,0.80825895,0.09197072,-0.73337835,-0.38658896,-0.03484952,0.0094218515,-0.09628834,0.7755485,1,1
322,-0.5257169,-0.05741981,0.024835192,0.059906527,-0.565082,-0.048430245,0.03068118,-0.048822317,0.47207087,0,2
323,-0.38927594,-0.28990272,-0.009322677,0.28263947,-0.57386076,-0.057145502,0.016503243,-0.02616927,0.4857573,1,2
324,-0.18961683,0.8273776,0.0910409,-0.8337902,-0.0881107,0.025119329,0.03320591,-0.08165001,0.7127941,0,0
325,0.59224886,-0.2684937,-0.058710862,0.19330542,0.59659404,0.026471155,0.034038004,-0.040589515,0.49335203,1,0
326,-0.28972408,0.84719986,0.10704905,-0.84763145,-0.21898529,0.0006313,0.024240537,-0.098161906,0.78907835,0,1
327,0.7048377,-0.16396835,-0.041527182,0.12251117,0.7107992,0.042844884,0.029133497,-0.046203487,0.5805037,1,1
328,-0.0140172895,-0.015773509,0.019209241,0.011128742,-0.043076366,-0.018999819,0.014586013,-0.01732694,0.13087162,0,2
329,0.06535967,-0.062000588,0.012243302,0.08309318,-0.12905698,-0.029581204,0.019476708,0.0031483022,0.22909693,1,2
330,-0.4229659,0.7655322,0.0919715,-0.77264863,-0.36610004,0.0060463087,0.037989195,-0.07976186,0.7558443,0,0
331,0.63649976,0.051559083,0.007900147,0.0414196,0.67329866,0.046489466,-0.016843235,-0.037593286,0.52566785,1,0
332,-0.46630633,0.7811471,0.1093371,-0.7866714,-0.4184924,-0.007582486,0.042182412,-0.09785873,0.8187467,0,1
333,0.725789,0.0880726,0.0055894894,-0.00024321176,0.7532471,0.07703461,-0.005630392,-0.06775166,0.61419445,1,1
334,0.01143401,-0.028148506,0.014983699,0.010285101,-0.028776426,0.018392779,0.0049426667,0.0036827142,0.1378151,0,2
335,0.07624176,-0.076285996,-0.015982816,0.07241054,-0.096323565,-0.014514593,-0.0053805993,-0.029414885,0.2377632,1,2
336,-0.43792146,0.7584666,0.083995745,-0.7606174,-0.36868212,-0.0046430063,0.03186845,-0.07248719,0.74852216,0,0
337,0.5724644,-0.14949284,0.005213238,0.29292908,0.6146233,0.048125736,-0.026523331,-0.03582447,0.49336585,1,0
338,-0.4773654,0.7665031,0.098427966,-0.77167434,-0.4241094,-0.0032821724,0.04243513,-0.08275594,0.80321735,0,1
339,0.6499218,-0.14368741,0.013106795,0.23669013,0.68070084,0.052715603,-0.03008564,-0.03370776,0.55148196,1,1
340,0.009229887,-0.030062186,-0.0027383524,0.004956048,-0.057478562,0.0017503813,0.014872367,-0.00028298094,0.12870212,0,2
341,0.067877226,-0.08893571,0.01091783,0.09616764,-0.09948774,-0.02488514,0.0004570227,-0.016554028,0.22494805,1,2
342,-0.4782997,0.7348869,0.091626965,-0.73935133,-0.42421412,-0.017919311,0.027459163,-0.085787684,0.7576076,0,0
343,0.63148266,0.12396505,-0.02915898,-0.24551772,0.67440253,0.054030582,0.028285665,-0.030154904,0.5355799,1,0
344,-0.49958315,0.7556203,0.10635549,-0.7646632,-0.46361837,-0.027954679,0.028870335,-0.104872,0.8188173,0,1
345,0.7092598,0.16574949,-0.017380705,-0.24505958,0.745188,0.0637671,0.02542672,-0.047771424,0.6305685,1,1
346,-0.59001696,-0.1527454,0.02523745,0.15469687,-0.6336798,-0.07493843,0.0393843,-0.055379476,0.5385498,0,2
347,-0.398619,-0.37527752,-0.018471397,0.38309482,-0.5824628,-0.032467198,0.0016249839,-0.02003464,0.54242986,1,2
348,-0.2701775,0.8168109,0.08202164,-0.8260987,-0.1760847,0.01206855,0.024371251,-0.07309336,0.7300361,0,0
349,0.6295728,0.31455618,0.045652207,-0.2470536,0.6428957,0.0516408,-0.029085774,-0.05186728,0.54563993,1,0
350,-0.34775484,0.8276672,0.10458857,-0.8321257,-0.2852913,0.0038469317,0.03602311,-0.09603342,0.794897,0,1
351,0.6386022,0.41470563,0.06653854,-0.3855982,0.6709479,0.036166117,-0.045996528,-0.054820664,0.6284233,1,1
352,-0.3755823,0.08781301,0.025984602,-0.088452496,-0.3642897,-0.05409967,0.0032912095,-0.047059312,0.30765855,0,2
353,-0.27573356,-0.12147527,0.0020900727,0.10016193,-0.44309357,-0.043033503,0.020460906,-0.03667443,0.34744564,1,2
354,-0.45061824,0.7486897,0.086694196,-0.75614977,-0.39010552,-0.007252131,0.031508524,-0.07997677,0.7520148,0,0
355,-0.12855747,0.8524153,0.08425431,-0.7194564,-0.11415915,-0.01083898,-0.003330591,-0.07317838,0.6502004,1,0
356,-0.49538377,0.7636544,0.11011392,-0.7707371,-0.44859445,-0.025319973,0.030830598,-0.10648,0.81971115,0,1
357,-0.11700721,0.88440907,0.08380677,-0.79079443,-0.11610601,-0.023312474,-0.014038487,-0.08185242,0.7324659,1,1
358,-0.59944266,-0.34891826,0.01925018,0.34540555,-0.657826,-0.06353221,0.038337816,-0.054211613,0.6407209,0,2
359,-0.39394575,-0.533324,-0.0041561024,0.5212749,-0.56437016,-0.05810936,0.03514474,-0.025280008,0.63878214,1,2
360,-0.468154,0.7384104,0.10312784,-0.7451917,-0.4127708,-0.010365914,0.038270034,-0.09649927,0.7538821,0,0
361,0.4446974,-0.3158997,-0.009925301,0.48075205,0.5039567,0.057076454,-0.022885866,-0.041465677,0.49352416,1,0
362,-0.49974588,0.75972426,0.096960045,-0.764012,-0.45509285,-0.018352976,0.029084858,-0.09082059,0.8169439,0,1
363,0.56008095,-0.36165994,-0.029653493,0.4765117,0.61078066,0.06273952,-0.010081988,-0.058803596,0.6019655,1,1
364,-0.28200012,0.10347785,0.010250253,-0.114514545,-0.27519375,-0.009390429,0.0152776055,-0.009837189,0.24091445,0,2
365,-0.21431519,-0.082373776,-0.017634382,0.07624891,-0.38143247,-0.040184423,-0.004009323,-0.04094882,0.3027689,1,2
366,-0.10625081,0.83788544,0.075057834,-0.83274615,-0.002887691,0.024118638,0.02199227,-0.06584305,0.7043665,0,0
367,0.05157464,0.7439229,0.040924065,-0.8430229,0.12520581,0.025049541,0.009884726,-0.037321385,0.6518333,1,0
368,-0.23004965,0.859287,0.098929234,-0.8636177,-0.15515836,0.008780983,0.026858624,-0.089401,0.78430754,0,1
369,-0.020730032,0.8075402,0.047836922,-0.88332456,0.03137151,0.031343132,0.02576825,-0.04155812,0.7262663,1,1
370,0.002078601,-0.02993612,-0.013294839,0.013732699,-0.043587547,0.0039984398,0.009721302,-0.014079996,0.1392354,0,2
371,0.08993266,-0.06425223,0.009044381,0.072903186,-0.09747857,-0.009922916,0.01649917,0.005299304,0.22088456,1,2
372,-0.3259703,0.8012328,0.09193467,-0.80670875,-0.24060853,-0.0076222694,0.017577594,-0.085833944,0.73335737,0,0
373,0.59034467,0.40073654,0.042712305,-0.33408654,0.6050767,0.032150228,-0.025736563,-0.038589213,0.5477841,1,0
374,-0.40285933,0.8111122,0.10211896,-0.8097508,-0.3432419,-0.007862099,0.02906961,-0.095473774,0.8023595,0,1
375,0.61257476,0.48284268,0.053411633,-0.44145018,0.63370645,0.034529757,-0.03542616,-0.047694154,0.6451546,1,1
376,-0.3823361,0.083870426,0.033111297,-0.09002506,-0.37971932,-0.01258412,0.012418233,-0.035742264,0.32515228,0,2
377,-0.2598836,-0.117599405,0.022964053,0.111155935,-0.4562688,-0.03156501,0.036202885,-0.04304194,0.343482,1,2
378,-0.22274113,0.8280948,0.09274964,-0.8279565,-0.13203204,0.012880617,0.022677088,-0.085247606,0.7225429,0,0
379,-0.082938686,0.7368814,0.04716701,-0.8539227,-0.0067719445,0.012150538,0.0044465153,-0.044516876,0.6459236,1,0
380,-0.31543356,0.8377182,0.086563595,-0.839939,-0.24607344,0.005759821,0.027204141,-0.07779328,0.78905743,0,1
381,-0.13115808,0.8058639,0.0732563,-0.8885367,-0.07779999,0.018943151,0.021711422,-0.067481875,0.73863643,1,1
382,-0.6029084,-0.3254394,0.00015537978,0.3303691,-0.6658157,-0.04338787,0.019197889,-0.031147571,0.6394428,0,2
383,-0.39824885,-0.52143025,-0.02657176,0.5307986,-0.5651408,-0.06197742,0.02517913,-0.050304536,0.6406302,1,2
384,-0.49425638,0.7267157,0.104205385,-0.72676027,-0.43537313,-0.029565446,0.024288392,-0.104499854,0.7542541,0,0
385,0.41828918,0.521395,0.019512663,-0.64306253,0.44996062,0.031229304,0.005505964,-0.03051476,0.57822,1,0
386,-0.5193933,0.7444433,0.105023585,-0.754698,-0.48189238,-0.014534944,0.041545063,-0.09531476,0.8213641,0,1
387,0.49270204,0.5751627,0.010115823,-0.6658122,0.4986038,0.049124002,0.023903089,-0.027656393,0.67250663,1,1
388,0.075306065,-0.030560013,0.018454151,0.04085312,-0.025185443,-0.0056969565,0.022154737,-0.01121877,0.1593444,0,2
389,0.14708103,-0.08237597,-0.005261223,0.09472631,-0.058343958,0.011835712,-0.0013749801,0.011737134,0.23917116,1,2
390,-0.39255443,0.77618504,0.08695485,-0.7847024,-0.31722057,-0.0065112943,0.028926466,-0.080711566,0.74226075,0,0
391,0.46443313,-0.33296713,-0.01583308,0.4634358,0.49835312,0.046372492,-0.018596174,-0.040937524,0.50616014,1,0
392,-0.4345676,0.7912689,0.11470681,-0.7975713,-0.39039907,-0.00082954316,0.048257075,-0.10179235,0.8085373,0,1
393,0.5685148,-0.3593306,0.0072930497,0.45213968,0.59359187,0.057441175,-0.032458138,-0.02381233,0.58818084,1,1
394,-0.603402,-0.32655838,0.012707194,0.32507038,-0.6685143,-0.05169941,0.031995703,-0.041036617,0.63697165,0,2
395,-0.39307398,-0.52738494,-0.0023922874,0.52713245,-0.56360954,-0.07276641,0.03965499,-0.031833757,0.63579583,1,2
396,-0.45047367,0.743434,0.09963121,-0.75860727,-0.38533935,-0.03361007,0.01407172,-0.102199726,0.74693775,0,0
397,0.23743956,0.77163917,0.0924793,-0.6484806,0.23056613,0.0010364347,-0.02991456,-0.07549622,0.59469426,1,0
398,-0.49029922,0.765049,0.09341605,-0.7733075,-0.44155124,-0.01527393,0.03159163,-0.087823026,0.81642324,0,1
399,0.25240514,0.81187683,0.08799253,-0.7367,0.25816876,-0.019552339,-0.046178862,-0.06632547,0.69234115,1,1
400,-0.39049295,0.073853604,0.006707595,-0.08120183,-0.36507663,-0.041230623,-0.006987581,-0.023843586,0.3201913,0,2
401,-0.2850951,-0.12933421,0.008661156,0.1310987,-0.44769192,-0.029339328,0.025861785,-0.030445013,0.34753275,1,2
402,-0.38030177,0.7850586,0.07915647,-0.78722036,-0.31168208,0.0054165614,0.030817732,-0.06594482,0.7467513,0,0
403,0.44618878,-0.3602555,-0.0026245129,0.48866892,0.4626913,0.058827303,-0.03735119,-0.031855382,0.50829643,1,0
404,-0.55412626,0.6325282,0.08139159,-0.63968563,-0.48505136,-0.023368504,0.022770964,-0.07552585,0.676803,0,1
405,0.409597,-0.12080902,-0.0076572094,0.22615956,0.47077987,0.03932502,-0.01038084,-0.02400253,0.32662976,1,1
406,-0.39102072,0.081943326,0.022574384,-0.09287073,-0.38114038,-0.013016557,0.007214083,-0.025611531,0.349917,0,2
407,-0.2604103,-0.11367882,0.016308777,0.11043143,-0.4384964,-0.024091782,0.022009313,-0.040167633,0.3320324,1,2
408,-0.22886369,0.8226947,0.10191439,-0.83779794,-0.13131487,0.002641944,0.012590388,-0.09494385,0.7285408,0,0
409,0.6535796,0.14297263,0.025570618,-0.079481415,0.6748595,0.028969433,-0.028814582,-0.030172309,0.51928556,1,0
410,-0.31971192,0.8326957,0.09799482,-0.837112,-0.24918629,0.0029573184,0.02794567,-0.08989995,0.7838584,0,1
411,0.7158441,0.23804988,0.035972543,-0.20096138,0.7333508,0.045918945,-0.02231926,-0.035741143,0.6193584,1,1
412,-0.556927,-0.5427679,0.025901299,0.53026783,-0.6347123,-0.079379104,0.07823711,-0.05355469,0.73533744,0,2
413,-0.32798848,-0.7034975,-0.038344137,0.7044209,-0.45903817,-0.05394525,0.023328623,-0.04672334,0.7472461,1,2
414,-0.32493863,0.801945,0.10354719,-0.79968125,-0.24570447,-0.00727403,0.019137,-0.095101126,0.73016775,0,0
415,0.64414096,0.04244983,-0.022249741,-0.112297565,0.6942186,0.06952234,0.026071005,-0.05378721,0.5358733,1,0
416,-0.3904057,0.81037676,0.11139571,-0.81703764,-0.33526784,-0.0055178436,0.033680756,-0.09942098,0.79963,0,1
417,0.7176005,0.13436212,-0.011593129,-0.19634776,0.7460039,0.07220883,0.019778594,-0.05645641,0.6268405,1,1
418,-0.5227193,-0.064972885,0.021223051,0.059616838,-0.55649394,-0.03158944,0.027843412,-0.03360067,0.4669182,0,2
419,-0.38673827,-0.25786185,-0.025404222,0.269661,-0.5812733,-0.05936921,-0.003374675,-0.046368867,0.47809815,1,2
420,-0.36493644,0.79224175,0.10894268,-0.78780633,-0.28791422,-0.026676076,0.008964974,-0.110964835,0.7376371,0,0
421,0.41494423,0.5472973,0.023316571,-0.6430052,0.42725208,0.045764353,0.010090307,-0.042178854,0.5732763,1,0
422,-0.42388228,0.7942039,0.10400607,-0.80624455,-0.36635497,-0.016035965,0.025770444,-0.09891425,0.8034297,0,1
423,0.41917044,0.6501536,0.015418804,-0.70685035,0.4321445,0.038009703,0.019110719,-0.034716967,0.67346746,1,1
424,-0.06919674,0.02840986,0.017241718,-0.037288368,-0.03952651,0.031802014,0.00929895,-0.0066118967,0.13973147,0,2
